property_id,download_date,council_name,purchase_price,address,post_code,property_type,strata_lot_number,property_name,area,area_type,contract_date,settlement_date,zoning,nature_of_property,primary_purpose,legal_description
4524884,2024-02-26,UPPER HUNTER,205000,"190 SUSAN ST, SCONE",2337,house,,,2622.0,M,2022-12-21,2024-02-15,R1,V,VACANT LAND,1/1299132
4524889,2024-02-26,UPPER HUNTER,180000,"200 SUSAN ST, SCONE",2337,house,,,2421.0,M,2023-01-12,2024-02-15,R1,V,VACANT LAND,6/1299132
2652507,2024-02-26,UPPER HUNTER,720000,"11 BERNARD ST, MURRURUNDI",2338,house,,,1.734,H,2023-11-22,2024-02-21,RE2,R,RESIDENCE,1/628409
3679867,2024-02-26,UPPER HUNTER,290000,"4/16 MOUNT ST, SCONE",2337,unit,4.0,,190.8,M,2024-01-19,2024-02-16,,R,RESIDENCE,4/SP87772
295268,2024-02-26,UPPER HUNTER,740000,"34 TOWARRI ST, SCONE",2337,house,,,1200.0,M,2023-12-15,2024-02-20,R1,R,RESIDENCE,97/263592
293511,2024-02-26,UPPER HUNTER,435000,"5 BORONIA ST, SCONE",2337,house,,,891.6,M,2024-01-25,2024-02-22,R1,R,RESIDENCE,26/26571
4447310,2024-02-26,UPPER HUNTER,335000,"7/22 SEGENHOE ST, ABERDEEN",2336,unit,7.0,,157.3,M,2024-01-10,2024-02-21,,R,RESIDENCE,7/SP105380
3951156,2024-02-26,UPPER HUNTER,690000,"15 A COOK ST, SCONE",2337,house,,,858.4,M,2023-12-20,2024-02-21,R1,R,RESIDENCE,112/1222239
1207528,2024-02-26,BATHURST REGIONAL,412500,"27 OPPERMAN WAY, WINDRADYNE",2795,house,,,939.8,M,2024-02-09,2024-02-21,R1,R,RESIDENCE,3/804590
1210432,2024-02-26,BATHURST REGIONAL,655000,"4 TOBIN CT, KELSO",2795,house,,,996.3,M,2024-01-23,2024-02-19,R1,R,RESIDENCE,27/837243
1202437,2024-02-26,BATHURST REGIONAL,530000,"73 COLLEGE RD, SOUTH BATHURST",2795,house,,,616.2,M,2023-11-08,2024-02-21,R2,R,RESIDENCE,3/260199
1202546,2024-02-26,BATHURST REGIONAL,550000,"13 COMMONWEALTH ST, WEST BATHURST",2795,house,,,607.0,M,2024-01-22,2024-02-19,R2,R,RESIDENCE,12/36408
1205189,2024-02-26,BATHURST REGIONAL,677000,"135 B HOWICK ST, BATHURST",2795,house,,,101.2,M,2024-01-09,2024-02-21,E2,3,COMMERCIAL,4/507529
1205190,2024-02-26,BATHURST REGIONAL,677000,"135 A HOWICK ST, BATHURST",2795,house,,,82.2,M,2024-01-09,2024-02-21,E2,3,COMMERCIAL,3/507529
1208577,2024-02-26,BATHURST REGIONAL,515000,"26 RANKIN ST, BATHURST",2795,house,,,221.0,M,2024-01-25,2024-02-22,R1,R,RESIDENCE,201/999686
1206002,2024-02-26,BATHURST REGIONAL,450000,"1/186 LAMBERT ST, BATHURST",2795,unit,1.0,,,,2024-02-01,2024-02-22,,R,RESIDENCE,1/SP39624
1206150,2024-02-26,BATHURST REGIONAL,400000,"9/147 LAMBERT ST, BATHURST",2795,unit,9.0,THE CEDARS,,,2024-02-05,2024-02-19,,R,RESIDENCE,9/SP11126
1209192,2024-02-26,BATHURST REGIONAL,732500,"138 RUSSELL ST, BATHURST",2795,house,,,198.1,M,2024-01-18,2024-02-22,E2,R,RESIDENCE,1/41851
1212018,2024-02-26,BATHURST REGIONAL,740000,"87 TAYLOR ST, EGLINTON",2795,house,,,1058.0,M,2024-01-29,2024-02-22,R1,R,RESIDENCE,22/249930
1285706,2024-02-26,BATHURST REGIONAL,250000,"7 CHURCH ST, ROCKLEY",2795,house,,,309.8,M,2023-10-09,2024-02-21,RU5,R,RESIDENCE,C/25349
4528999,2024-02-26,BATHURST REGIONAL,435000,"18 B WALKER ST, WINDRADYNE",2795,house,,,1411.0,M,2022-08-31,2024-02-21,,V,VACANT LAND,3/1301773
4511606,2024-02-26,BATHURST REGIONAL,740000,"10 BRADBURY DR, KELSO",2795,house,,,630.9,M,2024-01-16,2024-02-20,R1,R,RESIDENCE,4211/1297335
3734569,2024-02-26,BATHURST REGIONAL,970000,"6 KNIGHT PL, LLANARTH",2795,house,,,1053.0,M,2023-12-21,2024-02-16,R1,R,RESIDENCE,1010/1185389
732709,2024-02-26,LANE COVE,2950000,"106 RIVERVIEW ST, RIVERVIEW",2066,house,,,556.4,M,2023-11-28,2024-02-20,R2,R,RESIDENCE,45/225939
730142,2024-02-26,LANE COVE,650000,"5/386 MOWBRAY RD W, LANE COVE NORTH",2066,unit,5.0,,,,2024-01-29,2024-02-19,,R,RESIDENCE,5/SP4466
727589,2024-02-26,LANE COVE,2690000,"1 KOOYONG RD, RIVERVIEW",2066,house,,,556.4,M,2023-11-24,2024-02-16,R2,R,RESIDENCE,62/225939
730987,2024-02-26,LANE COVE,322500,"41/450 PACIFIC HWY, LANE COVE NORTH",2066,unit,41.0,,,,2024-01-22,2024-02-20,,R,RESIDENCE,41/SP48216
4187503,2024-02-26,LANE COVE,3345000,"504/15 FINLAYSON ST, LANE COVE",2066,unit,233.0,,191.0,M,2023-10-17,2024-02-19,,R,RESIDENCE,233/SP98941
4242238,2024-02-26,LANE COVE,904000,"1510/472 PACIFIC HWY, ST LEONARDS",2065,unit,108.0,,70.0,M,2024-01-11,2024-02-22,,R,RESIDENCE,108/SP99384
4510425,2024-02-26,LANE COVE,340000,"53/14 ORION RD, LANE COVE WEST",2066,unit,94.0,,32.0,M,2024-01-08,2024-02-19,,3,COMMERCIAL,94/SP107059
731713,2024-02-26,LANE COVE,225000,"8/218 PACIFIC HWY, GREENWICH",2065,unit,8.0,,,,2023-11-13,2024-02-19,,R,RESIDENCE,8/SP58417
723919,2024-02-26,LANE COVE,700000,"51/38 COPE ST, LANE COVE",2066,unit,15.0,,,,2024-01-22,2024-02-16,,R,RESIDENCE,15/SP4341
4464183,2024-02-26,LANE COVE,2200000,"202/88 B CHRISTIE ST, ST LEONARDS",2065,unit,442.0,,194.0,M,2024-01-17,2024-02-16,,R,RESIDENCE,442/SP104770
3967452,2024-02-26,LANE COVE,642000,"305/9 BIRDWOOD AVE, LANE COVE",2066,unit,31.0,,74.0,M,2023-12-10,2024-02-16,,R,RESIDENCE,31/SP94267
3894161,2024-02-26,LANE COVE,850000,"3 G/13 WATERVIEW DR, LANE COVE",2066,unit,240.0,,143.0,M,2023-12-16,2024-02-16,,R,RESIDENCE,240/SP92334
4258430,2024-02-26,LANE COVE,665000,"701/486 PACIFIC HWY, ST LEONARDS",2065,unit,44.0,,,,2024-01-24,2024-02-22,,R,RESIDENCE,44/SP99383
3561610,2024-02-26,MURRAY RIVER,1200000,"34 KIDMAN REID DR, MURRAY DOWNS",2734,house,,,1116.0,M,2023-12-07,2024-02-21,R1,R,RESIDENCE,2/1161000
4103328,2024-02-26,MURRAY RIVER,260000,"35 VINECOMBE LANE, BARHAM",2732,house,,,3079.0,M,2024-02-08,2024-02-20,R5,V,VACANT LAND,5/1240379
4533329,2024-02-26,MURRAY RIVER,2867," MORTON RD, MOULAMEIN",2733,house,,,5.27,H,2021-08-09,2024-02-09,,V,VACANT LAND,1/1286922
4513117,2024-02-26,MURRAY RIVER,285000,"17 FIREBRACE ST, MOAMA",2731,house,,,1039.0,M,2024-01-18,2024-02-16,R1,V,VACANT LAND,48/1296882
4516804,2024-02-26,MURRAY RIVER,310000,"22 FALCON RISE, MOAMA",2731,house,,,1065.0,M,2021-12-11,2024-02-19,R1,V,VACANT LAND,25/1278527
543663,2024-02-26,MURRAY RIVER,94000," PERRICOOTA RD, MOAMA",2731,house,,DEEP CREEK MARINA,94.7,M,2024-01-22,2024-02-21,W2,3,MARINE BERTH,23/285486
572179,2024-02-26,MURRAY RIVER,1564800,"987 BURRABOI RD PH GYNONG, BURRABOI",2732,house,,,395.8,H,2023-12-15,2024-02-19,RU1,3,FARM,8/15665
572404,2024-02-26,MURRAY RIVER,150000,"20 BROUGHAM ST, MOULAMEIN",2733,house,,,1012.0,M,2024-02-08,2024-02-19,RU5,R,RESIDENCE,2/517743
3925595,2024-02-26,MURRAY RIVER,515000,"20 BOTTLEBRUSH DR, MOAMA",2731,house,,,1538.0,M,2024-01-22,2024-02-21,R2,V,VACANT LAND,39/1219477
4290569,2024-02-26,MURRAY RIVER,620000,"50 AQUA VSTA, MOAMA",2731,house,,,615.0,M,2024-01-28,2024-02-20,SP3,R,RESIDENCE,9/286894
454454,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,745000,"8 BEARD ST, KARABAR",2620,house,,,660.2,M,2024-02-05,2024-02-22,R2,R,RESIDENCE,300/590749
466911,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,339000,"7/2 VELACIA PL, QUEANBEYAN",2620,unit,7.0,,,,2024-01-17,2024-02-16,,R,RESIDENCE,7/SP18449
467365,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,1800000,"6 WILLOW CL, JERRABOMBERRA",2619,house,,,1147.0,M,2024-01-22,2024-02-16,R2,R,RESIDENCE,476/805283
457078,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,1250000,"290 CRAWFORD ST, QUEANBEYAN",2620,house,,,607.0,M,2023-10-22,2024-02-19,R2,R,RESIDENCE,1/222136
457293,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,335000,"27/15 CREST RD, CRESTWOOD",2620,unit,27.0,,,,2024-01-16,2024-02-16,,R,RESIDENCE,27/SP7431
463056,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,238000,"5/5 MOWATT ST, QUEANBEYAN EAST",2620,unit,5.0,,,,2024-01-22,2024-02-16,,R,RESIDENCE,5/SP9816
458222,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,280000,"4/30 DONALD RD, QUEANBEYAN",2620,unit,4.0,,,,2024-01-19,2024-02-20,,R,RESIDENCE,4/SP10503
467702,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,705000,"2 YURUGA CL, KARABAR",2620,house,,,626.0,M,2024-01-23,2024-02-22,R2,R,RESIDENCE,82/242570
481166,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,2000000,"179 DOUGLAS CL, CARWOOLA",2620,house,,,15.87,H,2023-01-31,2024-02-09,C4,R,RESIDENCE,132/774284
3104247,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,665000,"1/21 STORNAWAY RD, QUEANBEYAN",2620,unit,1.0,,,,2024-01-23,2024-02-22,,R,RESIDENCE,1/SP73047
3564137,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,590000,"15/11 LORN RD, CRESTWOOD",2620,unit,3.0,,,,2024-02-09,2024-02-16,,3,COMMERCIAL,3/SP84945
4018854,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,530000,"22/47 MOWATT ST, DODSWORTH",2620,unit,85.0,,132.0,M,2024-01-24,2024-02-21,,R,RESIDENCE,85/SP95315
4533097,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,35200,"1151 GOULBURN RD, MOUNT FAIRY",2580,house,,,,,2023-07-31,2023-12-20,,V,VACANT LAND,PT 4/1054301 PT 1566/1121609
4525630,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,614000,"13 TOWONG ST, GOOGONG",2620,house,,,747.0,M,2023-12-22,2024-02-16,R1,R,RESIDENCE,2220/1288843
4516748,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,295000," MAYFIELD RD, LARBERT",2622,house,,,16.19,H,2024-01-18,2024-02-16,RU1,R,RESIDENCE,24/754892
4512095,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,495000,"48 UNTHANK ST, GOOGONG",2620,house,,,400.0,M,2022-08-09,2024-02-16,R1,V,VACANT LAND,2136/1285803
4512117,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,572000,"13 KIMO RD, GOOGONG",2620,house,,,540.0,M,2022-08-03,2024-02-21,R1,V,VACANT LAND,2158/1285803
4527452,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,2400000,"33 BUSHLAND VIEW, GREENLEIGH",2620,house,,,2425.0,M,2022-05-06,2024-02-22,C4,V,VACANT LAND,1217/1299699
4526248,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,680000,"43 MCFARLANE AVE, GOOGONG",2620,house,102.0,,184.0,M,2021-12-24,2024-02-20,,R,RESIDENCE,102/SP107331
2855353,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,1050000,"2 ELOUERA CT, JERRABOMBERRA",2619,house,,,688.4,M,2024-01-17,2024-02-16,R2,R,RESIDENCE,1/1033596
4463459,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,480000,"7 AUSTIN GR, GOOGONG",2620,house,,,540.0,M,2024-01-22,2024-02-21,R1,V,VACANT LAND,1481/1287990
4445881,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,557000,"8/7 BUNGENDORE RD, QUEANBEYAN EAST",2620,unit,8.0,,119.0,M,2024-01-22,2024-02-20,,R,RESIDENCE,8/SP105337
4426440,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,890000,"28 SPEARGRASS RD, TRALEE",2620,house,,,361.2,M,2023-12-22,2024-02-19,R1,R,RESIDENCE,807/1270463
4420373,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,245000,"26 STORKSBILL TCE, TRALEE",2620,house,,,153.5,M,2023-10-05,2024-02-16,R1,V,VACANT LAND,379/1269547
4401800,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,720000,"2 CHIMNEY RISE, GOOGONG",2620,house,,,1009.0,M,2023-12-21,2024-02-16,R1,R,RESIDENCE,22/1257837
3868308,2024-02-26,QUEANBEYAN-PALERANG REGIONAL,400000,"9/78 DERRIMA RD, CRESTWOOD",2620,unit,9.0,,101.0,M,2024-01-23,2024-02-22,,R,RESIDENCE,9/SP92018
1958898,2024-02-26,INNER WEST,975000,"49/198 MARRICKVILLE RD, MARRICKVILLE",2204,unit,49.0,,,,2024-01-20,2024-02-20,,R,RESIDENCE,49/SP64256
2926026,2024-02-26,INNER WEST,340000,"216/1 PHILLIP ST, PETERSHAM",2049,unit,36.0,CITADEL APARTMENTS,32.0,M,2023-12-24,2024-02-21,,R,RESIDENCE,36/SP67607
1297173,2024-02-26,INNER WEST,1650000,"202 ELIZABETH ST, CROYDON",2132,house,,,246.6,M,2023-12-19,2024-02-16,E1,3,COMMERCIAL,2/200356
1305621,2024-02-26,INNER WEST,1960000,"22 SERVICE AVE, ASHFIELD",2131,house,,,501.62,M,2023-11-25,2024-02-19,R2,R,RESIDENCE,27/863
1292450,2024-02-26,INNER WEST,268000,"6/84 ALT ST, ASHFIELD",2131,unit,6.0,,,,2023-10-14,2024-02-20,,R,RESIDENCE,6/SP3433
3116501,2024-02-26,INNER WEST,520000,"2/191 WARDELL RD, DULWICH HILL",2203,unit,2.0,,,,2023-11-20,2024-02-19,,R,RESIDENCE,2/SP73240
4093938,2024-02-26,INNER WEST,979000,"507/24 A GEORGE ST, LEICHHARDT",2040,unit,54.0,,108.0,M,2024-01-08,2024-02-19,,R,RESIDENCE,54/SP96243
4512138,2024-02-26,INNER WEST,1300000,"4/6 NELSON ST, ANNANDALE",2038,unit,4.0,,89.0,M,2023-11-21,2024-02-21,,R,RESIDENCE,4/SP95407
3140033,2024-02-26,INNER WEST,800000,"6/1 MACAULAY RD, STANMORE",2048,unit,6.0,,90.0,M,2024-02-14,2024-02-21,,R,RESIDENCE,6/SP73930
1914963,2024-02-26,INNER WEST,1750000,"485 BALMAIN RD, LILYFIELD",2040,house,,,190.2,M,2023-12-23,2024-02-19,E4,R,RESIDENCE,15/1/962
1923688,2024-02-26,INNER WEST,1180000,"2/38 FOSTER ST, LEICHHARDT",2040,unit,2.0,,,,2024-01-24,2024-02-21,,R,RESIDENCE,2/SP57862
1944887,2024-02-26,INNER WEST,1350000,"27 CAMDEN ST, NEWTOWN",2042,house,,,107.5,M,2024-01-23,2024-02-20,R2,R,RESIDENCE,1/1819
1953632,2024-02-26,INNER WEST,2005000,"16 HILL ST, MARRICKVILLE",2204,house,,,423.7,M,2023-11-29,2024-02-19,R2,R,RESIDENCE,5/14651
1948445,2024-02-26,INNER WEST,2805000,"94 DESPOINTES ST, MARRICKVILLE",2204,house,,,366.6,M,2023-12-09,2024-02-19,R2,R,RESIDENCE,"12, 13/1/1483"
1932638,2024-02-26,INNER WEST,3500000,"35 NORTON ST, LEICHHARDT",2040,house,,,436.3,M,2023-08-15,2024-02-15,E1,R,RESIDENCE,A/392937
1956826,2024-02-26,INNER WEST,2720000,"234 LIVINGSTONE RD, MARRICKVILLE",2204,house,,,309.8,M,2023-12-21,2024-02-21,R2,R,RESIDENCE,A/110448
1954137,2024-02-26,INNER WEST,2451000,"73 HOPETOUN ST, CAMPERDOWN",2050,house,,,137.6,M,2023-11-23,2024-02-16,R2,R,RESIDENCE,1/584259
1957761,2024-02-26,INNER WEST,3100000,"98 MACAULAY RD, STANMORE",2048,house,,,221.3,M,2024-01-19,2024-02-16,R2,R,RESIDENCE,4/218251
1968804,2024-02-26,INNER WEST,940000,"2/4 UNION ST, DULWICH HILL",2203,unit,2.0,,,,2024-01-11,2024-02-22,,R,RESIDENCE,2/SP16275
2848793,2024-02-26,INNER WEST,800000,"414/9 WARAYAMA PL, ROZELLE",2039,unit,48.0,,,,2024-02-02,2024-02-16,,R,RESIDENCE,48/SP64746
4436650,2024-02-26,INNER WEST,950000,"3/126 THE BOULEVARDE, DULWICH HILL",2203,unit,3.0,,86.0,M,2024-01-19,2024-02-16,,R,RESIDENCE,3/SP104603
4400373,2024-02-26,INNER WEST,1700000,"82 ROWNTREE ST, BIRCHGROVE",2041,house,,,119.2,M,2024-01-23,2024-02-20,R1,R,RESIDENCE,50/1272241
3950277,2024-02-26,INNER WEST,615000,"440/22 HUDSON ST, LEWISHAM",2049,unit,111.0,,66.0,M,2024-01-05,2024-02-16,,R,RESIDENCE,111/SP94030
4324344,2024-02-26,INNER WEST,2400000,"72 DARLEY ST, NEWTOWN",2042,house,,,191.2,M,2023-09-07,2024-02-22,R2,R,RESIDENCE,40/1256698
4324345,2024-02-26,INNER WEST,2250000,"70 DARLEY ST, NEWTOWN",2042,house,,,193.6,M,2023-09-07,2024-02-22,R2,R,RESIDENCE,41/1256698
2941982,2024-02-26,NEWCASTLE,7750000,"64 BRUNKER RD, BROADMEADOW",2292,house,,,3859.0,M,2024-01-19,2024-02-19,R4,R,RESIDENCE,183/1045853
3380023,2024-02-26,NEWCASTLE,532000,"6/58 ALLOWAH ST, WARATAH WEST",2298,unit,6.0,,,,2024-01-24,2024-02-20,,R,RESIDENCE,6/SP80141
4239407,2024-02-26,NEWCASTLE,578000,"6/1 AVENA PATH, WARATAH WEST",2298,unit,6.0,,144.0,M,2024-01-24,2024-02-20,,R,RESIDENCE,6/SP100172
3032358,2024-02-26,NEWCASTLE,865000,"401/25 BELLEVUE ST, NEWCASTLE WEST",2302,unit,10.0,,,,2024-02-06,2024-02-16,,R,RESIDENCE,10/SP70734
3545446,2024-02-26,NEWCASTLE,1330000,"105 A ALBERT ST, ISLINGTON",2296,house,,,279.1,M,2023-12-22,2024-02-16,R4,R,RESIDENCE,2/1157556
3572419,2024-02-26,NEWCASTLE,620000,"1/4 HILLVIEW CRES, THE HILL",2300,unit,1.0,,75.0,M,2024-01-09,2024-02-20,,R,RESIDENCE,1/SP85144
3660020,2024-02-26,NEWCASTLE,950000,"18 COOLABAH CL, FLETCHER",2287,house,,,1151.8,M,2024-01-15,2024-02-19,R2,R,RESIDENCE,417/1176665
4090825,2024-02-26,NEWCASTLE,757000,"119 TUDOR ST, HAMILTON",2303,house,37.0,,,,2023-05-11,2024-02-16,,R,RESIDENCE,37/SP96937
4080782,2024-02-26,NEWCASTLE,860000,"2 GAZELLE CRES, FLETCHER",2287,house,,,327.4,M,2024-01-17,2024-02-21,R2,R,RESIDENCE,2/1235311
4515682,2024-02-26,NEWCASTLE,2150000,"502/41 HONEYSUCKLE DR, NEWCASTLE",2300,unit,100.0,,191.0,M,2024-01-24,2024-02-21,,R,RESIDENCE,100/SP104291
4513178,2024-02-26,NEWCASTLE,730000,"106/9 UNION ST, WICKHAM",2293,unit,6.0,,126.0,M,2020-03-04,2024-02-22,,R,RESIDENCE,6/SP106860
4529228,2024-02-26,NEWCASTLE,660000,"2/5 A GRAY ST, WALLSEND",2287,unit,2.0,,134.0,M,2023-08-17,2024-02-22,,R,RESIDENCE,2/SP107636
202034,2024-02-26,NEWCASTLE,600000,"35 ALBERT ST, WICKHAM",2293,house,,,113.8,M,2024-01-25,2024-02-22,R2,R,RESIDENCE,1/780885
205290,2024-02-26,NEWCASTLE,1900000,"3 BEACH ST, NEWCASTLE EAST",2300,house,,,82.2,M,2023-11-13,2024-02-19,R3,R,RESIDENCE,1/656942
211633,2024-02-26,NEWCASTLE,750000,"114 CHARLESTOWN RD, KOTARA",2289,house,,,657.6,M,2024-01-12,2024-02-16,R2,R,RESIDENCE,55/25383
209163,2024-02-26,NEWCASTLE,1250000,"76 BRUNKER RD, BROADMEADOW",2292,house,,,486.9,M,2024-01-19,2024-02-19,R4,R,RESIDENCE,2/342940
211721,2024-02-26,NEWCASTLE,645000,"57 CHARLOTTE ST, WALLSEND",2287,house,,,562.8,M,2023-12-15,2024-02-15,R2,R,RESIDENCE,4/39117
211783,2024-02-26,NEWCASTLE,910000,"15 CHARLTON ST, LAMBTON",2299,house,,,663.9,M,2024-01-07,2024-02-19,R2,R,RESIDENCE,117/36398
3140251,2024-02-26,NEWCASTLE,1515000,"49/2 HOWDEN ST, CARRINGTON",2294,unit,30.0,DOCKSIDE,267.0,M,2023-12-22,2024-02-16,,R,RESIDENCE,30/SP73402
3167372,2024-02-26,NEWCASTLE,835000,"502/21 NEWCOMEN ST, NEWCASTLE",2300,unit,45.0,,,,2024-01-16,2024-02-20,,R,RESIDENCE,45/SP74206
3701040,2024-02-26,NEWCASTLE,4389000,"5 ELWELL CL, BERESFIELD",2322,house,,,2889.0,M,2024-01-12,2024-02-19,E4,3,COMMERCIAL,104/1180585
211922,2024-02-26,NEWCASTLE,900000,"54 CHATHAM RD, GEORGETOWN",2298,house,,,366.7,M,2023-11-30,2024-02-16,R2,R,RESIDENCE,4/18446
215383,2024-02-26,NEWCASTLE,805000,"35 CROUDACE RD, ELERMORE VALE",2287,house,,,661.0,M,2023-12-21,2024-02-21,R2,R,RESIDENCE,8/255749
220062,2024-02-26,NEWCASTLE,1295000,"66 ELDER ST, LAMBTON",2299,house,,,537.5,M,2024-01-15,2024-02-19,R2,R,RESIDENCE,857/661129
218972,2024-02-26,NEWCASTLE,408000,"34 DRYDON ST, WALLSEND",2287,house,,,543.8,M,2024-02-07,2024-02-19,R2,R,RESIDENCE,57/29899
216932,2024-02-26,NEWCASTLE,900000,"9/5 DAWSON ST, COOKS HILL",2300,unit,9.0,,,,2024-01-23,2024-02-20,,R,RESIDENCE,9/SP20224
216982,2024-02-26,NEWCASTLE,647500,"5/71 DAWSON ST, COOKS HILL",2300,unit,5.0,,,,2024-01-19,2024-02-16,,R,RESIDENCE,5/SP12641
227037,2024-02-26,NEWCASTLE,1260000,"28 HARLE ST, HAMILTON SOUTH",2303,house,,,300.6,M,2024-01-11,2024-02-22,R2,R,RESIDENCE,21/717053
227256,2024-02-26,NEWCASTLE,393000,"2/3 HARVARD CL, JESMOND",2299,unit,2.0,,,,2024-01-23,2024-02-20,,R,RESIDENCE,2/SP8915
224798,2024-02-26,NEWCASTLE,294375,"3 GODFREY ST, WARATAH",2298,house,,,493.2,M,2024-02-19,2024-02-20,R2,R,RESIDENCE,19/20485
225021,2024-02-26,NEWCASTLE,999500,"64 GOSFORD RD, BROADMEADOW",2292,house,,,379.4,M,2024-01-11,2024-02-22,R3,R,RESIDENCE,14/19588
225193,2024-02-26,NEWCASTLE,720000,"9 GOTHIC ST, JESMOND",2299,house,,,654.5,M,2024-02-06,2024-02-20,R3,R,RESIDENCE,D/156053
222712,2024-02-26,NEWCASTLE,2540000,"19 FORSYTHE PDE, BLACK HILL",2322,house,,,1.194,H,2023-12-14,2024-02-22,C4,R,RESIDENCE,43/262587
227988,2024-02-26,NEWCASTLE,1330000,"77 HENRY ST, TIGHES HILL",2297,house,,,430.0,M,2024-01-12,2024-02-16,R2,R,RESIDENCE,12/C/454
226066,2024-02-26,NEWCASTLE,1375000,"90 GRINSELL ST, KOTARA",2289,house,,,739.8,M,2024-01-15,2024-02-19,R2,R,RESIDENCE,72/A/13333
231837,2024-02-26,NEWCASTLE,800000,"24 KAHIBAH RD, WARATAH",2298,house,,,474.2,M,2023-12-21,2024-02-22,R2,R,RESIDENCE,B/436872
224174,2024-02-26,NEWCASTLE,800000,"44 GIPPS ST, CARRINGTON",2294,house,,,88.5,M,2024-01-15,2024-02-22,R2,R,RESIDENCE,2/107721
235310,2024-02-26,NEWCASTLE,715000,"17 LIBYA ST, SHORTLAND",2307,house,,,531.1,M,2024-01-18,2024-02-22,R2,R,RESIDENCE,97/36553
238887,2024-02-26,NEWCASTLE,1350000,"9 A MARSHALL ST, NEW LAMBTON HEIGHTS",2305,house,,,2219.0,M,2023-12-22,2024-02-19,R2,R,RESIDENCE,2/512849
236449,2024-02-26,NEWCASTLE,1395000,"44 LUCAS CRES, ADAMSTOWN HEIGHTS",2289,house,,,556.4,M,2023-12-21,2024-02-16,R2,R,RESIDENCE,22/217951
241928,2024-02-26,NEWCASTLE,1255000,"2/80 MORGAN ST, MEREWETHER",2291,unit,2.0,,,,2024-01-25,2024-02-22,,R,RESIDENCE,2/SP54049
236969,2024-02-26,NEWCASTLE,660000,"18 B MCNAUGHTON AVE, WALLSEND",2287,house,,,559.1,M,2024-01-18,2024-02-16,R2,R,RESIDENCE,13/842562
243133,2024-02-26,NEWCASTLE,635000,"20 NAUGHTON AVE, BIRMINGHAM GARDENS",2287,house,,,739.8,M,2023-12-04,2024-02-19,R2,R,RESIDENCE,775/12691
254193,2024-02-26,NEWCASTLE,460000,"7/115 STATION ST, WARATAH",2298,unit,7.0,,,,2023-12-22,2024-02-21,,R,RESIDENCE,7/SP10516
254478,2024-02-26,NEWCASTLE,2700000,"3 STEVENSON PL, NEWCASTLE EAST",2300,house,,,115.0,M,2024-02-02,2024-02-19,R3,R,RESIDENCE,3/13965
246901,2024-02-26,NEWCASTLE,1000000,"1 PETERS AVE, WALLSEND",2287,house,,,613.4,M,2024-01-19,2024-02-16,R2,R,RESIDENCE,19/35087
249615,2024-02-26,NEWCASTLE,1250000,"5 RIDGEWAY RD, NEW LAMBTON HEIGHTS",2305,house,,,695.6,M,2024-01-11,2024-02-22,R2,R,RESIDENCE,5/18104
252383,2024-02-26,NEWCASTLE,1679500,"404/6 WATT ST, NEWCASTLE",2300,unit,41.0,,,,2023-10-20,2024-02-15,,R,RESIDENCE,41/SP61212
247951,2024-02-26,NEWCASTLE,700000,"32 QUEEN ST, WARATAH WEST",2298,house,,,493.2,M,2024-01-24,2024-02-21,R2,R,RESIDENCE,170/21085
258298,2024-02-26,NEWCASTLE,1303000,"18 VALENCIA ST, MAYFIELD",2304,house,,,878.0,M,2023-12-22,2024-02-16,R3,R,RESIDENCE,"17, 18/B/5151"
260988,2024-02-26,NEWCASTLE,950000,"72 WILTON ST, MEREWETHER",2291,house,,,315.0,M,2024-01-25,2024-02-16,R2,R,RESIDENCE,1/325943
261914,2024-02-26,NEWCASTLE,810000,"53 YARA CRES, MARYLAND",2287,house,,,605.3,M,2024-01-17,2024-02-20,R2,R,RESIDENCE,2096/707597
3354490,2024-02-26,NEWCASTLE,985000,"5/31 SAMDON ST, HAMILTON",2303,unit,14.0,,,,2024-01-17,2024-02-21,,R,RESIDENCE,14/SP79880
